0.69335	1.61058	1.60994	0.29076	50.00000	18.84766	18.16406
0.69329	1.61048	1.60981	14.87569	50.00000	18.97787	18.55469
0.69328	1.60982	1.60927	14.87213	50.00000	19.53125	20.89844
0.69326	1.61047	1.60960	14.86873	50.00000	18.97787	19.33594
0.69322	1.61019	1.60953	14.86527	50.03255	19.33594	19.53125
0.69319	1.61050	1.60916	14.85744	50.00651	19.79167	20.70312
0.69312	1.61052	1.60942	14.86851	50.06511	19.01042	19.53125
0.69312	1.60942	1.60924	14.85400	49.98698	21.51693	20.50781
0.69301	1.60936	1.60915	14.88024	49.79167	20.70312	20.50781
0.69299	1.60990	1.60948	14.85022	50.30599	19.17318	19.14062
0.69301	1.60912	1.60927	14.85493	51.15886	21.15885	20.31250
0.69293	1.60897	1.60897	14.85400	52.48698	19.43359	20.89844
0.69287	1.60907	1.60897	14.86680	53.31380	20.76823	21.48438
0.69291	1.60844	1.60904	14.83204	52.23307	20.37760	20.70312
0.69281	1.60842	1.60884	14.85652	52.11589	20.14974	22.07031
0.69278	1.60798	1.60942	14.83259	51.26302	20.50781	18.94531
0.69274	1.60754	1.60970	14.85164	51.71224	20.76823	18.16406
0.69268	1.60755	1.60869	14.81898	51.59505	20.05208	22.26562
0.69270	1.60700	1.60868	14.86621	51.58204	20.50781	22.26562
0.69261	1.60653	1.60928	14.82886	52.31771	20.83333	18.94531
0.69250	1.60637	1.60895	14.81757	53.52865	20.05208	20.31250
0.69239	1.60655	1.60898	14.82228	53.84115	19.66146	19.92188
0.69224	1.60624	1.60971	14.79866	55.12370	20.47526	16.99219
0.69222	1.60497	1.60914	14.76692	55.47526	23.86068	19.33594
0.69206	1.60489	1.60900	14.81269	56.49740	26.23698	20.31250
0.69189	1.60519	1.60918	14.78972	57.73438	24.05599	18.94531
0.69161	1.60475	1.60879	14.80116	58.20313	25.26042	19.53125
0.69126	1.60396	1.60880	14.77137	59.84375	26.00912	19.69401
0.69087	1.60364	1.60892	14.76599	59.86329	24.21875	18.91276
0.69079	1.60176	1.60855	14.75272	59.63542	25.97656	20.57292
0.69000	1.60232	1.60875	14.72489	60.67057	25.71615	19.56380
0.68982	1.60354	1.60847	14.70459	60.27995	24.44662	21.38672
0.68914	1.60235	1.60903	14.75187	61.53646	23.89323	20.01953
0.68851	1.59985	1.60840	14.71172	62.01172	26.49740	22.33073
0.68746	1.60177	1.60860	14.63132	63.35938	24.41406	21.09375
0.68616	1.60091	1.60827	14.61076	64.33594	24.38151	23.30729
0.68496	1.59907	1.60813	14.60449	64.31641	25.97656	26.95312
0.68429	1.59974	1.60801	14.69136	64.70703	25.09766	31.34766
0.68220	1.59995	1.60800	14.55402	66.22396	25.09766	28.35287
0.67983	1.59813	1.60801	14.59549	66.04818	26.13932	30.79427
0.67702	1.59753	1.60790	14.47449	66.64714	25.00000	29.88281
0.67334	1.59981	1.60736	14.53389	67.31771	23.56771	30.92448
0.66949	1.59737	1.60729	14.47927	68.17709	25.35807	28.61328
0.66313	1.59694	1.60698	14.39365	69.11459	25.16276	30.82682
0.65594	1.59599	1.60619	14.42122	69.39453	26.17188	31.47787
0.64946	1.59631	1.60677	14.31629	69.19271	25.22787	28.48307
0.64170	1.59527	1.60661	14.36860	70.03255	24.96745	26.62760
0.62861	1.59571	1.60665	14.26798	70.99609	24.12109	25.71615
0.62444	1.59454	1.60548	14.26889	69.44011	24.86979	29.49219
0.60936	1.59449	1.60571	14.20395	70.30599	24.70703	27.11588
0.60296	1.59399	1.60553	14.29958	69.38152	24.34896	25.55338
0.58166	1.59254	1.60603	14.28271	70.91146	26.20443	24.77213
0.56274	1.59576	1.60567	14.22147	71.16537	23.79557	25.94401
0.54399	1.59428	1.60457	14.12623	71.88802	24.05599	26.36719
0.53259	1.59269	1.60542	14.15034	72.51302	24.60938	24.31641
0.51298	1.59083	1.60531	13.99459	73.25521	25.87891	23.92578
0.49073	1.59342	1.60474	14.01252	76.20443	24.05599	24.38151
0.47995	1.59251	1.60620	14.06994	77.93620	24.41406	21.45182
0.46985	1.59007	1.60623	14.08552	77.63673	24.54427	22.13542
0.47229	1.58868	1.60366	13.95208	77.35677	25.65104	23.27474
0.51329	1.58500	1.60463	13.96089	74.01042	26.07422	23.17708
0.51397	1.58870	1.60462	14.21206	73.88673	24.93490	23.56771
0.47131	1.58602	1.60435	13.88651	77.12240	24.64193	23.99088
0.44758	1.58733	1.60453	14.06989	78.78255	24.34896	22.81901
0.45429	1.57898	1.60435	14.09612	78.04037	26.82292	22.52604
0.45008	1.57918	1.60042	13.80343	78.18360	26.20443	25.52083
0.43722	1.57540	1.60005	13.68848	79.12110	26.82292	28.25521
0.43238	1.58461	1.59879	13.58789	79.19271	24.57682	27.79948
0.40767	1.56994	1.59594	13.60655	81.37370	26.59505	30.11068
0.40845	1.57577	1.59332	13.54805	81.72527	27.70182	36.52344
0.39732	1.57189	1.59121	13.46807	82.68880	31.51042	35.18880
0.37997	1.56630	1.59018	13.42817	84.04298	33.82161	33.30078
0.37372	1.56125	1.58856	13.42079	84.61589	33.95182	32.19401
0.39434	1.55806	1.58994	13.40421	82.81251	34.27734	30.46875
