0.69335	1.61058	1.60994	0.29076	50.00000	18.84766	18.16406
0.69333	1.61051	1.60987	14.90068	50.00000	17.80599	18.55469
0.69333	1.60987	1.60936	14.88393	50.00000	19.33594	20.89844
0.69333	1.61058	1.60961	14.85598	50.00000	18.29427	19.33594
0.69331	1.61037	1.60941	14.82309	50.00000	19.36849	19.53125
0.69328	1.61080	1.60907	14.70918	50.00000	19.20573	20.70312
0.69313	1.61094	1.60938	14.58612	50.00000	17.44792	19.53125
0.69299	1.61005	1.60925	14.36715	50.00000	18.91276	20.50781
0.69284	1.61010	1.60931	14.26301	50.00000	19.10807	20.50781
0.69259	1.61094	1.60984	13.93787	50.00000	17.80599	19.10807
0.69249	1.61047	1.60962	13.78387	50.00000	18.65234	20.24740
0.69235	1.61060	1.60965	13.66360	50.00000	18.32682	20.86588
0.69252	1.61072	1.60907	13.47174	50.00000	17.44792	21.48438
0.69263	1.61034	1.60941	13.17278	50.00000	18.91276	20.67057
0.69276	1.61078	1.60912	13.11147	50.00000	18.45703	22.07031
0.69301	1.61028	1.61008	12.94864	50.00000	18.71745	18.94531
0.69301	1.61022	1.60970	12.82985	50.00000	18.65234	18.29427
0.69318	1.61066	1.60914	12.51913	50.00000	19.20573	22.42838
0.69328	1.61049	1.60920	12.66387	50.00000	18.94531	22.72135
0.69328	1.61013	1.60983	12.46303	50.00000	19.49870	19.01042
0.69325	1.61054	1.60993	12.61734	50.00000	19.14062	20.54037
0.69326	1.61104	1.60997	12.51241	50.00000	19.04297	19.92188
0.69332	1.61100	1.61023	12.37056	50.00000	17.83854	16.99219
0.69347	1.61037	1.60964	12.21540	50.00000	20.67057	19.33594
0.69364	1.61095	1.60964	12.20970	50.00000	19.40104	20.31250
0.69381	1.61087	1.60981	12.06741	50.00000	18.91276	18.94531
0.69386	1.61027	1.60990	12.12984	50.00000	19.98698	19.53125
0.69396	1.61140	1.60987	12.00550	50.00000	18.55469	19.72656
0.69383	1.61048	1.60975	12.20685	50.00000	19.62891	18.91276
0.69397	1.61046	1.60971	12.19292	50.00000	18.88021	20.31250
0.69405	1.61087	1.60980	12.00122	50.00000	18.55469	19.33594
0.69404	1.61064	1.60952	11.98377	50.00000	19.56380	21.28906
