0.69335	1.61058	1.60994	0.29076	50.00000	18.84766	18.16406
0.69330	1.61048	1.60983	14.87971	50.00000	18.68490	18.55469
0.69326	1.60981	1.60925	14.86494	50.00000	19.98698	20.89844
0.69330	1.61048	1.60953	14.86077	50.00000	19.72656	19.33594
0.69316	1.61022	1.60951	14.84600	50.00000	19.82422	19.53125
0.69312	1.61053	1.60910	14.81553	50.00651	19.59635	20.70312
0.69300	1.61053	1.60937	14.80865	50.06511	18.81510	19.53125
0.69294	1.60951	1.60914	14.75365	50.07162	21.32162	20.50781
0.69286	1.60942	1.60891	14.76620	50.08464	20.99609	20.50781
0.69270	1.60995	1.60936	14.64527	52.22657	19.10807	19.14062
0.69262	1.60915	1.60904	14.60172	54.44011	21.25651	20.31250
0.69238	1.60903	1.60866	14.55629	56.54297	19.79167	20.89844
0.69217	1.60915	1.60870	14.51865	57.33724	20.60547	21.48438
0.69208	1.60850	1.60868	14.37763	56.29557	20.47526	20.70312
0.69166	1.60850	1.60839	14.28590	57.97526	20.11719	22.07031
0.69133	1.60805	1.60899	14.14906	59.27735	20.50781	18.94531
0.69084	1.60760	1.60926	14.05852	61.57552	20.76823	18.16406
0.69074	1.60756	1.60813	14.05020	61.92709	20.05208	22.26562
0.69102	1.60693	1.60814	14.15296	59.55079	20.50781	22.29818
0.69034	1.60651	1.60874	13.85937	63.68490	20.89844	18.97787
0.68995	1.60637	1.60861	13.85231	64.95443	20.01953	20.37760
0.68915	1.60645	1.60848	13.60754	66.76433	19.20573	20.14974
0.68830	1.60617	1.60895	13.64379	68.02734	21.15885	21.71224
0.68791	1.60486	1.60799	13.49236	67.63672	24.70703	25.32552
0.68681	1.60479	1.60811	13.66551	69.64844	25.09766	25.68359
0.68625	1.60512	1.60830	13.42514	67.49349	22.29818	24.41406
0.68505	1.60463	1.60803	13.46118	68.50912	25.35807	25.00000
0.68356	1.60377	1.60816	13.31729	69.29037	25.97656	24.12109
0.68226	1.60345	1.60800	13.37932	69.22527	24.18620	25.32552
0.68075	1.60162	1.60761	13.31934	68.71745	25.94401	26.56250
0.67775	1.60220	1.60759	13.17800	71.19792	25.71615	26.98568
0.67586	1.60332	1.60750	13.03711	70.34505	24.44662	28.61328
0.67236	1.60227	1.60801	13.14704	70.63802	23.89323	26.30208
0.66822	1.59973	1.60724	13.01185	71.00912	26.49740	28.15755
0.66153	1.60160	1.60702	12.89912	73.13152	24.41406	27.60417
0.65692	1.60072	1.60669	12.99301	72.51302	24.38151	29.45963
0.65126	1.59910	1.60709	12.82788	71.91406	25.97656	29.52474
0.64336	1.59967	1.60692	13.04055	72.29167	25.09766	30.46875
0.63313	1.60013	1.60678	12.89352	73.12500	25.09766	30.63151
0.62364	1.59814	1.60704	12.86194	72.27214	26.13932	29.85026
0.61252	1.59768	1.60668	12.80820	72.94922	25.00000	30.66406
0.59654	1.59994	1.60635	12.87308	73.03386	23.56771	33.17057
0.58448	1.59775	1.60628	12.90460	73.20313	25.35807	33.62630
0.56800	1.59721	1.60609	12.75066	74.30339	25.16276	31.86849
0.55292	1.59654	1.60548	12.86860	74.73959	26.17188	31.41276
0.54083	1.59691	1.60611	12.88373	74.83724	25.22787	29.29688
0.51845	1.59576	1.60546	12.71916	76.88802	24.96745	29.88281
0.50336	1.59631	1.60577	12.65963	77.53255	24.12109	30.89193
0.48882	1.59512	1.60464	12.61120	77.67579	24.86979	32.25911
0.47832	1.59497	1.60516	12.75075	77.82552	24.70703	26.17188
0.47130	1.59504	1.60423	12.77655	77.59766	24.34896	26.46484
0.45378	1.59332	1.60391	12.65420	79.04948	26.20443	26.72526
0.43939	1.59639	1.60315	12.63370	79.26433	23.79557	32.64974
0.45866	1.59523	1.60265	13.31863	77.70183	24.05599	37.40234
0.53463	1.59434	1.60509	13.13274	69.76562	24.60938	21.06120
0.53297	1.59350	1.60465	13.45110	73.43099	25.87891	32.06380
0.49763	1.59574	1.60503	12.85542	76.64714	24.05599	24.15365
0.48143	1.59355	1.60451	12.50055	77.87110	24.41406	22.03776
0.45959	1.59247	1.60397	12.55934	78.33985	24.54427	22.33073
0.44305	1.59050	1.60241	12.47274	79.86329	25.65104	23.40495
0.43265	1.58919	1.60293	12.48972	79.75261	26.07422	22.49349
0.41530	1.58980	1.60096	12.36886	81.52345	24.93490	23.76302
0.40194	1.58921	1.60149	12.45307	82.46095	24.64193	22.68880
0.38607	1.59054	1.60093	12.38339	83.45704	24.28385	21.97266
0.38120	1.58190	1.60034	12.39090	83.33985	26.43229	21.51693
0.37681	1.58513	1.59659	12.38687	83.61329	26.13932	24.18620
0.36293	1.57977	1.59580	12.39768	84.80470	29.94792	23.30729
0.34910	1.58914	1.59526	12.35996	85.34505	28.09245	22.94922
0.33064	1.57547	1.59210	12.32231	86.58855	30.76172	23.27474
0.32314	1.58042	1.58870	12.31500	86.92709	30.14323	24.77213
0.31627	1.57797	1.58499	12.29036	87.57813	30.98958	26.49740
0.30498	1.57404	1.58662	12.26662	88.13802	31.44531	22.16797
0.31431	1.56716	1.58466	12.22041	87.34376	32.81250	23.43750
0.29110	1.56628	1.58115	12.13194	88.60677	33.36589	23.89323
0.29109	1.56814	1.57472	12.14798	88.78907	32.25911	25.42318
0.27860	1.56333	1.57256	12.17827	89.63542	32.58464	28.25521
0.28286	1.56474	1.56310	12.18587	89.04298	31.05469	30.82682
0.27349	1.56264	1.56363	12.21801	89.58985	32.19401	34.86328
0.26232	1.55521	1.56052	12.15220	90.31902	33.36589	34.92839
0.25586	1.55868	1.55272	12.10765	90.46876	32.32422	36.49089
